label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62
Ok_Sign,0.000000,0.000000,0.000000,0.182015,-0.213383,-0.172258,0.301466,-0.527505,-0.230676,0.395554,-0.817749,-0.243512,0.393464,-1.040544,-0.232680,-0.000669,-0.987811,-0.141950,0.152593,-1.389964,-0.172850,0.292773,-1.317180,-0.197652,0.363508,-1.176119,-0.192362,-0.095897,-0.994762,-0.035398,0.019452,-1.470948,-0.025524,0.108950,-1.737443,-0.038099,0.169747,-1.920093,-0.045972,-0.147959,-0.928071,0.061178,-0.065538,-1.342995,0.085973,0.001467,-1.598440,0.070349,0.064227,-1.762697,0.059015,-0.165925,-0.847782,0.144249,-0.134980,-1.174963,0.178489,-0.104343,-1.355945,0.193005,-0.055811,-1.482630,0.206382
Ok_Sign,0.000000,0.000000,0.000000,0.184221,-0.214581,-0.156203,0.305178,-0.531557,-0.209347,0.398843,-0.828722,-0.219669,0.397804,-1.048886,-0.206941,-0.001960,-0.990073,-0.133369,0.154108,-1.387749,-0.162101,0.290456,-1.318598,-0.185082,0.360334,-1.179797,-0.179465,-0.103479,-0.993971,-0.036261,0.019322,-1.471655,-0.024082,0.108831,-1.732995,-0.033866,0.171315,-1.913823,-0.040887,-0.160916,-0.924698,0.052250,-0.070589,-1.341177,0.078833,-0.000943,-1.594891,0.066790,0.064636,-1.754919,0.056583,-0.182612,-0.839923,0.128399,-0.145251,-1.169856,0.163657,-0.111097,-1.353043,0.180810,-0.060025,-1.481315,0.195425
Ok_Sign,0.000000,0.000000,0.000000,0.180197,-0.214999,-0.162168,0.300783,-0.533329,-0.215398,0.392355,-0.825481,-0.223556,0.397523,-1.050541,-0.208378,-0.003351,-0.996021,-0.136060,0.150261,-1.393239,-0.163420,0.292207,-1.328675,-0.186761,0.367384,-1.192414,-0.181198,-0.098385,-0.994619,-0.032470,0.018200,-1.478500,-0.019274,0.107519,-1.745491,-0.030129,0.169471,-1.929200,-0.037660,-0.151235,-0.920797,0.062582,-0.070584,-1.347095,0.089644,-0.006461,-1.604162,0.076142,0.057015,-1.769526,0.065778,-0.168408,-0.832847,0.145198,-0.144559,-1.174265,0.182486,-0.117160,-1.359736,0.199773,-0.068282,-1.492175,0.214471
Ok_Sign,0.000000,0.000000,0.000000,0.186501,-0.209394,-0.162585,0.308535,-0.520446,-0.218724,0.402101,-0.817113,-0.231890,0.404075,-1.043592,-0.221990,0.001339,-0.991670,-0.128236,0.154051,-1.384087,-0.154648,0.293584,-1.317630,-0.176605,0.365567,-1.179739,-0.170038,-0.098092,-0.994821,-0.026642,0.020441,-1.466324,-0.013722,0.108917,-1.732511,-0.022378,0.169857,-1.920088,-0.027131,-0.154565,-0.923385,0.065494,-0.071266,-1.339015,0.092747,-0.005751,-1.593414,0.084687,0.056114,-1.757411,0.079301,-0.176215,-0.832839,0.144544,-0.145927,-1.169768,0.182344,-0.116354,-1.355680,0.203507,-0.067921,-1.486145,0.222128
Ok_Sign,0.000000,0.000000,0.000000,0.179144,-0.207145,-0.169108,0.301585,-0.517435,-0.227792,0.395070,-0.815913,-0.242875,0.397541,-1.047244,-0.234916,-0.001661,-0.984025,-0.130746,0.148801,-1.376654,-0.156821,0.283788,-1.305933,-0.180548,0.352409,-1.173612,-0.177864,-0.098346,-0.994729,-0.029020,0.015253,-1.461098,-0.017773,0.103335,-1.716877,-0.031927,0.166531,-1.897267,-0.043195,-0.152297,-0.925558,0.062396,-0.071480,-1.333020,0.085757,-0.004160,-1.586316,0.068250,0.060398,-1.750730,0.053710,-0.169677,-0.836872,0.140391,-0.140294,-1.163751,0.172220,-0.109016,-1.347122,0.184948,-0.060423,-1.477428,0.195286
Ok_Sign,0.000000,0.000000,0.000000,0.182871,-0.218326,-0.168784,0.304414,-0.529124,-0.226853,0.399671,-0.816632,-0.240212,0.396301,-1.037457,-0.229398,-0.001011,-0.998982,-0.128073,0.148160,-1.393211,-0.144789,0.285900,-1.321275,-0.156988,0.354386,-1.170134,-0.142711,-0.095108,-0.995267,-0.019970,0.015647,-1.469463,0.004823,0.102611,-1.729775,0.005644,0.160275,-1.907628,0.008427,-0.146846,-0.917200,0.078289,-0.067813,-1.322071,0.115685,-0.005370,-1.570822,0.113498,0.052391,-1.729568,0.111685,-0.165381,-0.821932,0.162766,-0.141202,-1.138349,0.207305,-0.114277,-1.307420,0.232581,-0.069207,-1.425711,0.254385
Ok_Sign,0.000000,0.000000,0.000000,0.181670,-0.224681,-0.156367,0.302352,-0.533783,-0.206703,0.393733,-0.813364,-0.213941,0.392789,-1.031696,-0.197960,0.001637,-0.996477,-0.119330,0.155971,-1.373664,-0.140677,0.292195,-1.294063,-0.162201,0.359030,-1.144298,-0.156033,-0.096971,-0.995117,-0.018379,0.015135,-1.449000,0.004419,0.100982,-1.704220,-0.004834,0.157268,-1.878720,-0.013206,-0.156899,-0.915815,0.073498,-0.081743,-1.313223,0.110060,-0.019237,-1.561659,0.100313,0.040166,-1.717305,0.089916,-0.182269,-0.819261,0.152666,-0.151373,-1.128012,0.196060,-0.121546,-1.300992,0.216395,-0.076259,-1.423906,0.232103
Ok_Sign,0.000000,0.000000,0.000000,0.178826,-0.213110,-0.159115,0.296889,-0.513205,-0.219563,0.388346,-0.794719,-0.239120,0.397038,-1.018621,-0.236782,0.002217,-0.983197,-0.134601,0.151539,-1.368139,-0.166831,0.287092,-1.293820,-0.192390,0.357791,-1.150764,-0.189334,-0.098655,-0.994260,-0.041409,0.017686,-1.451192,-0.032926,0.103968,-1.708044,-0.046536,0.163930,-1.886062,-0.056818,-0.156698,-0.923169,0.042381,-0.076595,-1.324305,0.065303,-0.011820,-1.575773,0.052203,0.048460,-1.737467,0.040684,-0.181399,-0.829444,0.113330,-0.150265,-1.149280,0.145311,-0.119432,-1.327005,0.162082,-0.072457,-1.451771,0.176042
Ok_Sign,0.000000,0.000000,0.000000,0.183657,-0.220455,-0.152522,0.303977,-0.528845,-0.197729,0.396812,-0.815958,-0.199883,0.399708,-1.034277,-0.177819,0.007718,-0.998992,-0.110486,0.159973,-1.377848,-0.131122,0.296682,-1.305277,-0.152019,0.365429,-1.157539,-0.144683,-0.092298,-0.995688,-0.009307,0.017849,-1.459165,0.014042,0.102918,-1.716549,0.007285,0.160181,-1.891907,0.001666,-0.152313,-0.921841,0.082281,-0.077065,-1.335711,0.117756,-0.013389,-1.584238,0.109049,0.048307,-1.744868,0.101145,-0.177665,-0.835933,0.161470,-0.150309,-1.170066,0.203269,-0.122404,-1.352839,0.222872,-0.076057,-1.489079,0.239454
Ok_Sign,0.000000,0.000000,0.000000,0.180450,-0.222990,-0.163487,0.302125,-0.537980,-0.212598,0.397471,-0.826774,-0.216744,0.397893,-1.058649,-0.195555,0.004668,-1.002169,-0.113113,0.147272,-1.389119,-0.132417,0.283931,-1.317698,-0.153448,0.355201,-1.172584,-0.146250,-0.091559,-0.995788,-0.004802,0.009765,-1.464045,0.019632,0.097401,-1.722202,0.013633,0.157883,-1.899066,0.009327,-0.146317,-0.920164,0.092774,-0.078647,-1.323864,0.129845,-0.017698,-1.569662,0.121110,0.044408,-1.730574,0.113325,-0.165308,-0.832375,0.176811,-0.143544,-1.146179,0.222230,-0.119253,-1.311678,0.243206,-0.074241,-1.434091,0.260249
Ok_Sign,0.000000,0.000000,0.000000,0.185749,-0.223934,-0.155524,0.304973,-0.542094,-0.200757,0.393924,-0.831961,-0.202899,0.390447,-1.054828,-0.179307,0.007900,-1.002723,-0.111836,0.147411,-1.389757,-0.132759,0.283037,-1.312440,-0.150900,0.353223,-1.164313,-0.140841,-0.092254,-0.995699,-0.008538,0.007293,-1.465643,0.009024,0.094411,-1.728064,0.004425,0.155228,-1.906330,0.003971,-0.149134,-0.921876,0.084988,-0.085387,-1.335008,0.116155,-0.023747,-1.580940,0.110365,0.038928,-1.740007,0.108114,-0.170266,-0.835590,0.165729,-0.151840,-1.165528,0.208272,-0.127713,-1.338993,0.230795,-0.080410,-1.463240,0.251279
Ok_Sign,0.000000,0.000000,0.000000,0.185591,-0.220390,-0.163300,0.305122,-0.529822,-0.209390,0.395895,-0.810450,-0.208180,0.399113,-1.038309,-0.180828,0.003730,-1.002622,-0.123654,0.150864,-1.385688,-0.141213,0.288454,-1.307247,-0.156712,0.360240,-1.157081,-0.144923,-0.095780,-0.995345,-0.010716,0.005463,-1.463814,0.008797,0.094459,-1.720310,0.005377,0.156765,-1.897545,0.005462,-0.153093,-0.918594,0.093360,-0.086175,-1.333471,0.127185,-0.025173,-1.578927,0.122566,0.038087,-1.737429,0.120839,-0.173423,-0.830832,0.184767,-0.153134,-1.157953,0.230092,-0.127957,-1.333500,0.253065,-0.079036,-1.461740,0.273727
Ok_Sign,0.000000,0.000000,0.000000,0.184943,-0.220957,-0.153069,0.306825,-0.526419,-0.202429,0.397975,-0.811907,-0.209979,0.396238,-1.032051,-0.193205,0.009839,-0.995071,-0.110884,0.153846,-1.377857,-0.131520,0.287682,-1.304090,-0.150602,0.356138,-1.155184,-0.142383,-0.089523,-0.995924,-0.010972,0.017893,-1.457521,0.010134,0.100290,-1.711529,0.003378,0.155538,-1.892530,-0.001434,-0.147569,-0.926268,0.079544,-0.075819,-1.335004,0.114055,-0.015687,-1.582070,0.107192,0.042697,-1.743600,0.100691,-0.170603,-0.839279,0.157393,-0.149353,-1.167445,0.199339,-0.124724,-1.346378,0.220468,-0.080101,-1.477945,0.238125
Ok_Sign,0.000000,0.000000,0.000000,0.190409,-0.218938,-0.156785,0.311578,-0.536244,-0.198792,0.399134,-0.824275,-0.195713,0.410488,-1.049550,-0.166385,0.012243,-1.002399,-0.109916,0.149915,-1.391612,-0.120497,0.284597,-1.318630,-0.129116,0.355854,-1.172503,-0.113523,-0.085216,-0.996362,-0.001287,0.014490,-1.469995,0.023014,0.100070,-1.729210,0.024852,0.159442,-1.906464,0.029259,-0.141244,-0.920477,0.097969,-0.079371,-1.328185,0.133004,-0.021671,-1.570000,0.129936,0.037269,-1.726198,0.130003,-0.159849,-0.829094,0.184867,-0.142027,-1.156276,0.229632,-0.118373,-1.329458,0.253159,-0.072698,-1.453943,0.274505
Ok_Sign,0.000000,0.000000,0.000000,-0.184165,-0.241416,0.064962,-0.269601,-0.564896,0.089218,-0.340964,-0.797186,0.077795,-0.360070,-1.031432,0.071977,-0.038522,-0.935332,0.195320,-0.147523,-1.210910,0.148195,-0.271793,-1.208232,0.089005,-0.351231,-1.118055,0.066464,0.024282,-0.990741,0.133580,-0.049138,-1.390023,0.143677,-0.153906,-1.610125,0.139437,-0.248985,-1.769168,0.140111,0.087238,-0.994025,0.052196,0.028339,-1.410428,0.067133,-0.069150,-1.644861,0.086467,-0.151287,-1.807591,0.101602,0.124873,-0.968019,-0.034257,0.094852,-1.314289,-0.021041,0.036105,-1.528853,0.001535,-0.022731,-1.704749,0.023597
Ok_Sign,0.000000,0.000000,0.000000,-0.184768,-0.242989,0.061797,-0.272272,-0.564470,0.083725,-0.345970,-0.798708,0.071235,-0.361133,-1.034608,0.064791,-0.040994,-0.934980,0.187538,-0.152418,-1.219608,0.139102,-0.277728,-1.210300,0.078807,-0.354394,-1.115236,0.054799,0.022560,-0.991567,0.127619,-0.053400,-1.397066,0.135905,-0.156342,-1.625425,0.128333,-0.247312,-1.792922,0.125021,0.085994,-0.993227,0.048453,0.026930,-1.410857,0.062590,-0.065503,-1.646463,0.077979,-0.142672,-1.812848,0.088759,0.123792,-0.963679,-0.035604,0.091840,-1.302691,-0.022604,0.032896,-1.517461,-0.002546,-0.025583,-1.693282,0.016445
Ok_Sign,0.000000,0.000000,0.000000,-0.186898,-0.248599,0.069266,-0.271045,-0.569456,0.095234,-0.343524,-0.803499,0.084239,-0.359465,-1.040562,0.078093,-0.043810,-0.932273,0.205981,-0.152896,-1.207805,0.165576,-0.275779,-1.204508,0.110890,-0.350674,-1.115211,0.089905,0.019627,-0.989777,0.141268,-0.056103,-1.392747,0.154941,-0.159549,-1.619697,0.150922,-0.252114,-1.785041,0.150257,0.083213,-0.991945,0.056918,0.023309,-1.407479,0.072887,-0.072948,-1.648438,0.089386,-0.154020,-1.816487,0.101148,0.122140,-0.965766,-0.032002,0.091856,-1.311231,-0.018965,0.033681,-1.528805,0.001363,-0.025511,-1.704363,0.020299
Ok_Sign,0.000000,0.000000,0.000000,-0.187744,-0.263535,0.074405,-0.270687,-0.579056,0.101018,-0.344106,-0.810133,0.089832,-0.361503,-1.044965,0.083366,-0.039307,-0.936266,0.207874,-0.154449,-1.216547,0.162441,-0.278110,-1.205775,0.102744,-0.352049,-1.107120,0.079989,0.022660,-0.989553,0.142380,-0.053415,-1.395249,0.154403,-0.156489,-1.618309,0.148493,-0.248153,-1.781030,0.147493,0.083754,-0.990813,0.057717,0.025465,-1.409705,0.076161,-0.068625,-1.649982,0.094680,-0.146788,-1.817282,0.108179,0.116064,-0.966866,-0.031251,0.085589,-1.312608,-0.013070,0.030281,-1.529082,0.011471,-0.023980,-1.707537,0.033906
Ok_Sign,0.000000,0.000000,0.000000,-0.181577,-0.253688,0.059116,-0.267662,-0.571363,0.078232,-0.340949,-0.802447,0.062514,-0.359393,-1.034883,0.052556,-0.042406,-0.935827,0.189334,-0.153070,-1.217698,0.139834,-0.274112,-1.206138,0.078488,-0.345205,-1.104579,0.054067,0.019484,-0.991266,0.130429,-0.057605,-1.395302,0.137746,-0.158740,-1.618400,0.128603,-0.247511,-1.783621,0.124359,0.082165,-0.993579,0.051706,0.024711,-1.409268,0.066727,-0.069025,-1.646052,0.080673,-0.149087,-1.812634,0.089934,0.119076,-0.966906,-0.032361,0.089586,-1.303878,-0.016235,0.033091,-1.516114,0.004284,-0.024510,-1.692245,0.022517
Ok_Sign,0.000000,0.000000,0.000000,-0.181990,-0.256460,0.065207,-0.265325,-0.575873,0.088448,-0.339959,-0.810999,0.076055,-0.354862,-1.048113,0.069223,-0.041295,-0.932366,0.200534,-0.150708,-1.210096,0.159530,-0.272981,-1.207013,0.103453,-0.346560,-1.116005,0.081000,0.020150,-0.990076,0.139078,-0.053908,-1.395511,0.150612,-0.155209,-1.621153,0.142883,-0.244488,-1.786709,0.139065,0.082177,-0.992644,0.058365,0.028358,-1.406221,0.073518,-0.065351,-1.648158,0.084507,-0.145508,-1.817415,0.091678,0.119993,-0.966335,-0.026769,0.096098,-1.305659,-0.011866,0.038715,-1.520276,0.006186,-0.021232,-1.692060,0.022015
Ok_Sign,0.000000,0.000000,0.000000,-0.178100,-0.256232,0.061827,-0.259094,-0.576919,0.083187,-0.329185,-0.812093,0.069149,-0.343955,-1.050432,0.060439,-0.032653,-0.933246,0.196279,-0.142413,-1.211221,0.151031,-0.265491,-1.203567,0.091486,-0.338620,-1.107430,0.067151,0.028479,-0.990311,0.135914,-0.044829,-1.396485,0.145879,-0.146422,-1.619081,0.137290,-0.234015,-1.786683,0.132266,0.089665,-0.993452,0.055713,0.035194,-1.410242,0.071172,-0.059009,-1.647505,0.083414,-0.138677,-1.814678,0.090690,0.125022,-0.969619,-0.029638,0.100151,-1.312505,-0.013616,0.043653,-1.528149,0.005492,-0.015545,-1.703954,0.021549
Ok_Sign,0.000000,0.000000,0.000000,-0.188335,-0.256475,0.079606,-0.267647,-0.570503,0.108565,-0.341199,-0.808310,0.098662,-0.360696,-1.045839,0.093589,-0.040190,-0.928275,0.216465,-0.148500,-1.202983,0.179257,-0.271289,-1.205149,0.126630,-0.343801,-1.116133,0.107855,0.021101,-0.988578,0.149226,-0.050433,-1.392991,0.171546,-0.149731,-1.620288,0.174480,-0.234386,-1.786196,0.177779,0.082209,-0.991608,0.062635,0.029933,-1.405669,0.086709,-0.063110,-1.642598,0.108696,-0.137544,-1.800909,0.123001,0.116933,-0.966948,-0.028063,0.095499,-1.310647,-0.009862,0.037578,-1.525647,0.012785,-0.019641,-1.691820,0.033071
Ok_Sign,0.000000,0.000000,0.000000,-0.190591,-0.271483,0.091071,-0.267848,-0.575776,0.125521,-0.338797,-0.806148,0.119287,-0.355391,-1.044096,0.116977,-0.037908,-0.930244,0.229785,-0.148317,-1.203765,0.195093,-0.273945,-1.203897,0.139949,-0.352084,-1.117678,0.118791,0.023621,-0.987101,0.158350,-0.050772,-1.392698,0.182304,-0.153053,-1.620780,0.181093,-0.243474,-1.784482,0.180684,0.083185,-0.988661,0.068659,0.029645,-1.407104,0.097007,-0.063091,-1.649080,0.117416,-0.141322,-1.811538,0.129188,0.114544,-0.968078,-0.024265,0.094373,-1.311215,-0.001993,0.038024,-1.528545,0.021594,-0.021069,-1.700734,0.041566
Ok_Sign,0.000000,0.000000,0.000000,-0.190307,-0.274906,0.080618,-0.270538,-0.575975,0.106770,-0.341218,-0.810466,0.093922,-0.357610,-1.047340,0.085665,-0.041574,-0.934713,0.213456,-0.152557,-1.213329,0.170962,-0.276166,-1.205125,0.111961,-0.350356,-1.108152,0.089019,0.019733,-0.989109,0.145855,-0.055457,-1.392865,0.163131,-0.157378,-1.614097,0.160219,-0.246275,-1.776861,0.159682,0.079252,-0.988855,0.059413,0.022859,-1.406253,0.083885,-0.072290,-1.646526,0.104760,-0.151331,-1.810960,0.117409,0.109225,-0.963185,-0.031141,0.087224,-1.303804,-0.009521,0.032093,-1.519163,0.014918,-0.023874,-1.694636,0.035827
Ok_Sign,0.000000,0.000000,0.000000,-0.192981,-0.272976,0.088351,-0.272029,-0.579967,0.119272,-0.343352,-0.814306,0.110081,-0.357070,-1.055569,0.104727,-0.043633,-0.932896,0.222236,-0.156163,-1.206797,0.187497,-0.279283,-1.202507,0.133502,-0.353744,-1.113851,0.112266,0.020508,-0.988471,0.150013,-0.058194,-1.393245,0.172809,-0.159822,-1.618464,0.171093,-0.249162,-1.782081,0.169711,0.080842,-0.988132,0.059739,0.022815,-1.407734,0.085211,-0.072335,-1.650455,0.103234,-0.152191,-1.815841,0.112819,0.111449,-0.965381,-0.033495,0.089031,-1.308467,-0.014187,0.032706,-1.523098,0.007538,-0.026441,-1.693729,0.025666
Ok_Sign,0.000000,0.000000,0.000000,-0.192344,-0.279063,0.096989,-0.271810,-0.577078,0.132690,-0.344148,-0.802513,0.125573,-0.363863,-1.036364,0.121367,-0.045228,-0.932380,0.238331,-0.158705,-1.207492,0.203906,-0.283469,-1.196853,0.147939,-0.360307,-1.102974,0.125984,0.016882,-0.986508,0.162842,-0.062351,-1.385957,0.187364,-0.163195,-1.606536,0.183574,-0.252697,-1.768113,0.181137,0.074751,-0.986716,0.069177,0.014638,-1.402599,0.098193,-0.079852,-1.644061,0.117701,-0.159001,-1.809196,0.128307,0.101272,-0.966933,-0.027283,0.074662,-1.305239,-0.004224,0.021694,-1.521537,0.019846,-0.032825,-1.702535,0.039902
Ok_Sign,0.000000,0.000000,0.000000,-0.184878,-0.257667,0.066507,-0.263847,-0.574372,0.090900,-0.333689,-0.812917,0.079245,-0.348558,-1.054908,0.072511,-0.044511,-0.928196,0.202306,-0.151937,-1.201229,0.162987,-0.269722,-1.188137,0.107487,-0.337359,-1.089703,0.084571,0.017685,-0.990074,0.139431,-0.053503,-1.390379,0.154248,-0.150329,-1.616379,0.146285,-0.234485,-1.783098,0.139771,0.078808,-0.995072,0.057076,0.025661,-1.402412,0.072839,-0.068060,-1.639758,0.080335,-0.147493,-1.803635,0.082827,0.116367,-0.972943,-0.029531,0.097164,-1.306868,-0.017043,0.040470,-1.518824,-0.003438,-0.020923,-1.687333,0.007531
Ok_Sign,0.000000,0.000000,0.000000,-0.196961,-0.295703,0.103898,-0.271544,-0.587172,0.139921,-0.344028,-0.822597,0.132888,-0.364239,-1.061712,0.128692,-0.040748,-0.932944,0.234400,-0.157812,-1.209221,0.197935,-0.282565,-1.202261,0.140038,-0.357211,-1.108156,0.116913,0.020406,-0.987318,0.157436,-0.058762,-1.395833,0.180953,-0.161206,-1.618860,0.178636,-0.249511,-1.786680,0.176793,0.077473,-0.989116,0.063495,0.018785,-1.415566,0.094221,-0.078899,-1.656314,0.116045,-0.156666,-1.823188,0.127116,0.101224,-0.971215,-0.032572,0.081328,-1.318354,-0.008641,0.025373,-1.533799,0.016240,-0.028955,-1.708322,0.036365
Ok_Sign,0.000000,0.000000,0.000000,-0.191371,-0.271905,0.094769,-0.269562,-0.570643,0.132110,-0.342054,-0.803249,0.127942,-0.359834,-1.044427,0.128045,-0.046639,-0.925326,0.237751,-0.155131,-1.191069,0.204778,-0.276547,-1.188403,0.151007,-0.349912,-1.103132,0.130650,0.015064,-0.986191,0.164926,-0.057036,-1.380493,0.193798,-0.155049,-1.608631,0.195864,-0.241057,-1.775993,0.196470,0.074268,-0.989466,0.073177,0.022210,-1.396530,0.103413,-0.071354,-1.635487,0.124110,-0.151190,-1.793548,0.135275,0.105038,-0.969468,-0.021708,0.088711,-1.302006,-0.001018,0.030661,-1.513871,0.020027,-0.031224,-1.677882,0.037938
Ok_Sign,0.000000,0.000000,0.000000,-0.196413,-0.277758,0.104496,-0.270405,-0.577050,0.146163,-0.342672,-0.806039,0.143192,-0.364653,-1.045560,0.142894,-0.049065,-0.929877,0.257300,-0.163522,-1.195010,0.232048,-0.283884,-1.174766,0.181651,-0.351734,-1.075968,0.162443,0.014653,-0.983943,0.177880,-0.065746,-1.377613,0.212315,-0.164913,-1.599270,0.213096,-0.249639,-1.756127,0.212425,0.072739,-0.980844,0.079760,0.013624,-1.389757,0.114080,-0.083295,-1.629057,0.135065,-0.162099,-1.787808,0.145535,0.098538,-0.960220,-0.020980,0.077800,-1.291019,0.002338,0.021203,-1.503096,0.024974,-0.035866,-1.673259,0.043468
Ok_Sign,0.000000,0.000000,0.000000,-0.190062,-0.268055,0.098733,-0.263391,-0.573011,0.137335,-0.335628,-0.805381,0.131833,-0.350921,-1.050381,0.129774,-0.043258,-0.925213,0.252925,-0.151749,-1.181966,0.226855,-0.272105,-1.168631,0.177768,-0.342727,-1.077945,0.160062,0.019727,-0.984228,0.175803,-0.054170,-1.374243,0.212729,-0.153087,-1.598602,0.219308,-0.239118,-1.761386,0.222782,0.077876,-0.984973,0.078982,0.021966,-1.388141,0.114079,-0.073777,-1.624967,0.139197,-0.153794,-1.781684,0.153059,0.104473,-0.966072,-0.021323,0.086589,-1.294523,0.002476,0.031513,-1.508522,0.026556,-0.027045,-1.677742,0.046415
Ok_Sign,0.000000,0.000000,0.000000,-0.191296,-0.276375,0.099531,-0.263619,-0.580810,0.137984,-0.335389,-0.813895,0.133257,-0.358390,-1.054853,0.130991,-0.040304,-0.927119,0.243813,-0.152429,-1.199146,0.212986,-0.274107,-1.187007,0.158781,-0.345841,-1.093788,0.136952,0.021264,-0.985794,0.166605,-0.055592,-1.384179,0.194171,-0.156668,-1.606829,0.190399,-0.244911,-1.766052,0.186402,0.077751,-0.986738,0.071211,0.021724,-1.403615,0.101206,-0.074837,-1.642546,0.118570,-0.154650,-1.802758,0.126174,0.103154,-0.970331,-0.026754,0.081997,-1.308135,-0.005691,0.028225,-1.523046,0.014820,-0.027253,-1.698282,0.031130
Ok_Sign,0.000000,0.000000,0.000000,-0.186982,-0.278973,0.086313,-0.261878,-0.582605,0.117392,-0.332329,-0.811212,0.108960,-0.356274,-1.044735,0.104321,-0.042290,-0.935044,0.213423,-0.153617,-1.206897,0.169212,-0.273974,-1.189628,0.108108,-0.347169,-1.089505,0.083531,0.016691,-0.989499,0.143570,-0.055707,-1.387355,0.159725,-0.152844,-1.610494,0.154202,-0.241145,-1.772176,0.151276,0.074462,-0.985594,0.055853,0.020211,-1.399400,0.079448,-0.069253,-1.641063,0.099080,-0.147890,-1.807343,0.110180,0.102473,-0.957813,-0.035281,0.083768,-1.285333,-0.017571,0.032024,-1.498797,0.004365,-0.024530,-1.674999,0.023641
Ok_Sign,0.000000,0.000000,0.000000,-0.189156,-0.273876,0.092093,-0.260681,-0.580084,0.125655,-0.332994,-0.812123,0.117962,-0.353582,-1.052392,0.113298,-0.033921,-0.931811,0.227101,-0.143875,-1.207470,0.193027,-0.268024,-1.195183,0.138727,-0.342378,-1.099481,0.117057,0.027563,-0.987777,0.153417,-0.048909,-1.386760,0.180525,-0.148989,-1.611009,0.179804,-0.236196,-1.776672,0.177379,0.083484,-0.986712,0.061591,0.028924,-1.403409,0.090286,-0.064763,-1.645910,0.109251,-0.143283,-1.812796,0.117583,0.105940,-0.965426,-0.033212,0.083151,-1.299236,-0.014829,0.030149,-1.517205,0.005055,-0.025641,-1.697821,0.021033
Ok_Sign,0.000000,0.000000,0.000000,-0.189565,-0.278552,0.084399,-0.262892,-0.588888,0.114252,-0.331752,-0.827291,0.103598,-0.346128,-1.066726,0.096943,-0.038847,-0.932151,0.224634,-0.145635,-1.204582,0.185308,-0.266187,-1.194307,0.127771,-0.337411,-1.100371,0.104966,0.021284,-0.987690,0.154972,-0.052191,-1.377392,0.178272,-0.147053,-1.598952,0.177465,-0.229275,-1.767011,0.176110,0.078644,-0.986461,0.065642,0.023753,-1.394925,0.091934,-0.065127,-1.634433,0.112497,-0.138583,-1.801686,0.123279,0.107325,-0.962052,-0.027737,0.086914,-1.295301,-0.008455,0.035298,-1.507518,0.013083,-0.017507,-1.682466,0.030945
Ok_Sign,0.000000,0.000000,0.000000,-0.187295,-0.283655,0.092773,-0.259885,-0.585270,0.125586,-0.330533,-0.811116,0.117906,-0.352595,-1.045336,0.114055,-0.035710,-0.937338,0.218957,-0.149828,-1.214703,0.175753,-0.274179,-1.194829,0.114125,-0.347846,-1.090995,0.089031,0.022352,-0.988885,0.146992,-0.054172,-1.390875,0.164379,-0.153597,-1.611464,0.157946,-0.240627,-1.774185,0.153302,0.077433,-0.985241,0.057665,0.024187,-1.407129,0.083139,-0.066174,-1.647636,0.102308,-0.142590,-1.814187,0.112137,0.102434,-0.962644,-0.034434,0.084757,-1.299306,-0.014681,0.033255,-1.515039,0.007452,-0.021469,-1.694631,0.026092
Ok_Sign,0.000000,0.000000,0.000000,-0.176956,-0.274994,0.078749,-0.248224,-0.584781,0.107891,-0.314537,-0.821178,0.097980,-0.335012,-1.061060,0.092902,-0.024771,-0.929195,0.215888,-0.127238,-1.201699,0.172602,-0.250203,-1.188759,0.109636,-0.326124,-1.091835,0.083999,0.028984,-0.988016,0.151603,-0.034769,-1.383523,0.175022,-0.127781,-1.611331,0.172525,-0.209136,-1.781692,0.169423,0.085214,-0.987361,0.067801,0.043271,-1.398784,0.096815,-0.038687,-1.638862,0.117871,-0.112648,-1.798438,0.128962,0.117174,-0.964802,-0.020871,0.111507,-1.296438,0.002030,0.061908,-1.512861,0.025329,0.003303,-1.682932,0.044391
Ok_Sign,0.000000,0.000000,0.000000,-0.189621,-0.281137,0.101095,-0.257529,-0.581717,0.138343,-0.326470,-0.807011,0.132200,-0.346395,-1.046099,0.128728,-0.034127,-0.933209,0.238908,-0.141699,-1.200113,0.205268,-0.264312,-1.183789,0.149771,-0.338711,-1.088947,0.127193,0.026044,-0.986791,0.159889,-0.047135,-1.383637,0.186091,-0.145651,-1.609677,0.183969,-0.231615,-1.774236,0.180974,0.081348,-0.982938,0.062912,0.030036,-1.397110,0.090144,-0.062621,-1.638112,0.108889,-0.139652,-1.800124,0.117972,0.107232,-0.959769,-0.036412,0.091026,-1.294913,-0.019572,0.038403,-1.514607,0.000074,-0.017514,-1.693007,0.016437
