label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127,f128,f129,f130,f131,f132,f133,f134,f135,f136,f137,f138,f139,f140,f141,f142,f143,f144,f145,f146,f147,f148,f149,f150,f151,f152,f153,f154,f155,f156,f157,f158,f159,f160,f161,f162,f163,f164,f165,f166,f167,f168,f169,f170,f171,f172,f173,f174,f175,f176,f177,f178,f179,f180,f181,f182,f183,f184,f185,f186,f187,f188,f189,f190,f191,f192,f193
Please,0.000000,0.000000,0.000000,0.146828,-0.464482,-0.007852,0.134558,-0.912564,0.001670,-0.008998,-1.254900,0.015628,-0.137807,-1.467809,0.029067,-0.195025,-1.128447,-0.008388,-0.422563,-1.462375,-0.016590,-0.553631,-1.617932,-0.023019,-0.659867,-1.726546,-0.025239,-0.339181,-0.940650,-0.011554,-0.574243,-1.320924,-0.023573,-0.717004,-1.524246,-0.032486,-0.823680,-1.672993,-0.035273,-0.437723,-0.715930,-0.013451,-0.635457,-1.085520,-0.021866,-0.745610,-1.308487,-0.025324,-0.828515,-1.475912,-0.025110,-0.503253,-0.462127,-0.014428,-0.650440,-0.756614,-0.007577,-0.718516,-0.926605,0.011182,-0.765425,-1.067870,0.029112,0.000000,0.000000,0.000000,0.112426,-0.546502,-0.031895,0.066165,-1.028679,-0.062404,-0.085187,-1.387282,-0.082202,-0.187751,-1.668332,-0.104242,-0.209796,-1.160067,-0.127075,-0.481329,-1.619644,-0.181729,-0.638690,-1.845955,-0.206343,-0.764486,-2.008861,-0.217568,-0.362993,-0.921674,-0.136940,-0.644066,-1.438817,-0.194944,-0.820397,-1.732631,-0.224230,-0.954446,-1.948929,-0.241857,-0.472470,-0.672147,-0.141020,-0.719781,-1.158363,-0.182517,-0.856923,-1.456920,-0.200560,-0.956541,-1.684829,-0.212342,-0.540949,-0.420839,-0.143601,-0.721487,-0.788691,-0.177125,-0.812164,-1.021974,-0.182173,-0.877477,-1.228855,-0.179376,0.000000,0.000000,0.000000,0.141943,-0.473644,-0.001170,0.129028,-0.902193,0.005451,-0.009271,-1.250144,0.015528,-0.130906,-1.486444,0.024326,-0.197639,-1.126892,-0.020777,-0.445310,-1.489942,-0.033500,-0.585468,-1.665006,-0.037426,-0.692180,-1.783168,-0.037395,-0.342873,-0.938898,-0.030146,-0.594392,-1.354691,-0.052526,-0.746226,-1.582424,-0.067054,-0.850971,-1.746189,-0.072525,-0.437624,-0.709698,-0.036366,-0.653874,-1.100673,-0.055596,-0.773050,-1.341604,-0.069993,-0.857826,-1.524020,-0.076911,-0.493155,-0.454302,-0.039367,-0.651491,-0.751372,-0.049234,-0.731183,-0.924367,-0.044706,-0.788703,-1.081756,-0.035764,-0.105188,0.750402,0.000000,4.609608,6.083368
Please,0.000000,0.000000,0.000000,0.127297,-0.470411,0.001653,0.116246,-0.891588,0.012881,-0.024231,-1.203678,0.025652,-0.150020,-1.408003,0.036867,-0.210394,-1.116827,0.010976,-0.437219,-1.426411,0.006798,-0.563489,-1.569157,-0.001984,-0.660763,-1.672597,-0.006815,-0.349796,-0.936826,0.000835,-0.575783,-1.298504,-0.001312,-0.714642,-1.497822,-0.014919,-0.810146,-1.644570,-0.024364,-0.443081,-0.707025,-0.008330,-0.636776,-1.071197,-0.013349,-0.743310,-1.291378,-0.026599,-0.818316,-1.464100,-0.036595,-0.503933,-0.437059,-0.015324,-0.647058,-0.724089,-0.015218,-0.711606,-0.887103,-0.006146,-0.756618,-1.034171,0.003822,0.000000,0.000000,0.000000,0.087551,-0.546864,-0.059250,0.022636,-1.048417,-0.098302,-0.149510,-1.466602,-0.122824,-0.212944,-1.799511,-0.148160,-0.265008,-1.142810,-0.126335,-0.558354,-1.602443,-0.181956,-0.727699,-1.827262,-0.212099,-0.868822,-1.990800,-0.229836,-0.412632,-0.902680,-0.122076,-0.713484,-1.404123,-0.171848,-0.898348,-1.687235,-0.202388,-1.037936,-1.896602,-0.223037,-0.512539,-0.649181,-0.115524,-0.782159,-1.126061,-0.152148,-0.937915,-1.423031,-0.173224,-1.047981,-1.643190,-0.189162,-0.574226,-0.392079,-0.110415,-0.764328,-0.770370,-0.144516,-0.864839,-0.994922,-0.151002,-0.938199,-1.187047,-0.149060,0.000000,0.000000,0.000000,0.143002,-0.460840,-0.016549,0.133050,-0.881285,-0.009154,0.018383,-1.215179,0.003191,-0.082281,-1.451346,0.017747,-0.204730,-1.111239,0.009789,-0.412449,-1.460203,0.006779,-0.536452,-1.631922,-0.003813,-0.633662,-1.754536,-0.010866,-0.353550,-0.935344,0.011602,-0.555470,-1.324048,0.012821,-0.679780,-1.546985,-0.000984,-0.766113,-1.714869,-0.012120,-0.452343,-0.724927,0.011533,-0.627690,-1.103784,0.011655,-0.723777,-1.343062,-0.004659,-0.789562,-1.520839,-0.018101,-0.512730,-0.496342,0.010892,-0.642387,-0.802475,0.015289,-0.708407,-0.983157,0.021040,-0.753186,-1.133397,0.027676,-0.319906,0.479140,0.000000,5.512784,9.568785
Please,0.000000,0.000000,0.000000,0.140561,-0.462913,0.013104,0.134351,-0.874365,0.029677,0.009599,-1.186981,0.047272,-0.097317,-1.392588,0.063459,-0.188757,-1.116083,0.005885,-0.413752,-1.446239,0.003842,-0.533038,-1.593486,0.001750,-0.625294,-1.694412,0.003231,-0.331808,-0.943338,-0.004045,-0.559483,-1.320046,-0.004763,-0.688859,-1.516957,-0.007510,-0.776899,-1.663279,-0.007635,-0.432510,-0.724882,-0.011238,-0.621715,-1.088947,-0.009769,-0.722342,-1.306297,-0.012374,-0.793642,-1.473590,-0.014212,-0.500845,-0.466521,-0.015439,-0.641609,-0.764857,-0.002552,-0.702969,-0.933012,0.016117,-0.745144,-1.081051,0.032336,0.000000,0.000000,0.000000,0.119933,-0.489849,-0.007913,0.081487,-0.919600,-0.023139,-0.045355,-1.250717,-0.035798,-0.142985,-1.504085,-0.053615,-0.156078,-1.126241,-0.100582,-0.393290,-1.597688,-0.152559,-0.532427,-1.839221,-0.175244,-0.643877,-2.020428,-0.185063,-0.300588,-0.945782,-0.123059,-0.553124,-1.472871,-0.182527,-0.702760,-1.767927,-0.207639,-0.808366,-1.987764,-0.218896,-0.414543,-0.731040,-0.138857,-0.632265,-1.236436,-0.182372,-0.751206,-1.524891,-0.193891,-0.830682,-1.746110,-0.197174,-0.496529,-0.485886,-0.151561,-0.662356,-0.875366,-0.182045,-0.740492,-1.105186,-0.177486,-0.788065,-1.302944,-0.165945,0.000000,0.000000,0.000000,0.141155,-0.461044,-0.018004,0.142356,-0.886155,-0.017319,0.007123,-1.221093,-0.011496,-0.122947,-1.452583,-0.002633,-0.206779,-1.115791,-0.008504,-0.431176,-1.484224,-0.025021,-0.562584,-1.659800,-0.036585,-0.666501,-1.781993,-0.041395,-0.350281,-0.936595,-0.009659,-0.569785,-1.345091,-0.029476,-0.708240,-1.573302,-0.046798,-0.808877,-1.739779,-0.055786,-0.444264,-0.718751,-0.011641,-0.637204,-1.094898,-0.026518,-0.745706,-1.329258,-0.038254,-0.822730,-1.499505,-0.044135,-0.500327,-0.475014,-0.013814,-0.641200,-0.763701,-0.015861,-0.713930,-0.939686,-0.007201,-0.767175,-1.086142,0.004021,-0.105559,0.419766,0.000000,4.747342,10.967977
Please,0.000000,0.000000,0.000000,0.132556,-0.448057,0.018154,0.126419,-0.864649,0.037818,-0.000737,-1.178684,0.057150,-0.118747,-1.368916,0.073877,-0.186538,-1.107531,0.016108,-0.400032,-1.425076,0.016955,-0.517352,-1.570116,0.015568,-0.609212,-1.670139,0.016239,-0.327923,-0.944704,0.001083,-0.541194,-1.310944,0.001127,-0.667437,-1.508147,-0.003994,-0.754373,-1.655403,-0.006342,-0.425699,-0.729715,-0.011330,-0.605594,-1.088985,-0.011948,-0.707121,-1.309434,-0.019688,-0.781859,-1.482424,-0.025494,-0.491113,-0.470461,-0.020210,-0.630622,-0.762541,-0.010776,-0.692935,-0.926861,0.004094,-0.737410,-1.068210,0.017186,0.000000,0.000000,0.000000,0.097666,-0.508989,0.005426,0.065600,-0.968472,-0.007179,-0.061151,-1.316087,-0.019466,-0.163800,-1.576663,-0.038728,-0.171909,-1.136538,-0.090410,-0.428473,-1.615381,-0.143228,-0.580556,-1.857419,-0.166024,-0.700271,-2.030159,-0.175408,-0.309609,-0.943120,-0.121107,-0.579773,-1.475682,-0.178972,-0.744606,-1.776601,-0.208197,-0.866663,-1.994599,-0.222839,-0.416805,-0.717275,-0.143999,-0.652516,-1.225382,-0.186709,-0.784615,-1.526562,-0.202770,-0.878010,-1.757772,-0.211206,-0.496929,-0.458380,-0.162109,-0.669260,-0.837789,-0.194715,-0.754666,-1.074394,-0.192202,-0.810668,-1.280645,-0.183017,0.000000,0.000000,0.000000,0.132832,-0.464208,-0.009288,0.123128,-0.884292,-0.000006,0.007037,-1.222760,0.012914,-0.092870,-1.460366,0.028800,-0.209658,-1.108335,0.021686,-0.419189,-1.455372,0.022920,-0.539326,-1.608352,0.015502,-0.631009,-1.710493,0.011515,-0.354353,-0.934843,0.022438,-0.565722,-1.319604,0.029924,-0.692329,-1.530053,0.019873,-0.780705,-1.689594,0.011552,-0.450511,-0.721056,0.021731,-0.630483,-1.099303,0.027459,-0.728963,-1.327867,0.015875,-0.797948,-1.498700,0.005165,-0.506478,-0.486591,0.021134,-0.636543,-0.778076,0.031870,-0.702094,-0.951299,0.042482,-0.748337,-1.099005,0.052151,-0.232700,0.523030,0.000000,5.053971,8.828510
Circle,0.000000,0.000000,0.000000,-0.186895,-0.080012,-0.083803,-0.380780,-0.239782,-0.150270,-0.444657,-0.336015,-0.210088,-0.309377,-0.357270,-0.259881,-0.290748,-0.893162,-0.106416,-0.357365,-0.895101,-0.209865,-0.423656,-0.898389,-0.285341,-0.487181,-0.922604,-0.340433,-0.116994,-0.985895,-0.119678,-0.207736,-0.538431,-0.218740,-0.241936,-0.285386,-0.238993,-0.244122,-0.247922,-0.239053,0.043912,-0.868418,-0.147127,-0.053860,-0.330169,-0.225259,-0.115914,-0.169170,-0.194943,-0.138719,-0.215552,-0.162679,0.173886,-0.663698,-0.188705,0.080859,-0.235674,-0.253254,0.030004,-0.117508,-0.241115,0.010411,-0.161759,-0.215987,0.000000,0.000000,0.000000,-0.178936,-0.115986,-0.154236,-0.312265,-0.308957,-0.271024,-0.221337,-0.359779,-0.364175,-0.028279,-0.353443,-0.428068,-0.154326,-1.020556,-0.202202,-0.082958,-0.902031,-0.378739,-0.054356,-0.578982,-0.482557,-0.023013,-0.436065,-0.542059,0.053099,-0.978393,-0.199817,0.114113,-0.753375,-0.377543,0.032383,-0.407246,-0.408677,-0.004221,-0.316234,-0.397592,0.208749,-0.802580,-0.220445,0.214077,-0.365075,-0.342455,0.103785,-0.162897,-0.301250,0.053012,-0.242883,-0.252896,0.330887,-0.563102,-0.262577,0.298621,-0.146526,-0.335480,0.200525,-0.000427,-0.316204,0.148109,-0.091587,-0.285930,0.000000,0.000000,0.000000,-0.152806,-0.099811,-0.084741,-0.301049,-0.352139,-0.145023,-0.286838,-0.549611,-0.197698,-0.131583,-0.570519,-0.240908,-0.160523,-0.920337,-0.090331,-0.210248,-0.964993,-0.193992,-0.226891,-1.045115,-0.270774,-0.231980,-1.134238,-0.330770,0.016505,-0.994104,-0.107163,-0.042763,-0.767501,-0.224685,-0.098586,-0.493042,-0.251751,-0.119020,-0.415828,-0.249634,0.162449,-0.881862,-0.138962,0.078528,-0.529072,-0.241117,0.003102,-0.331376,-0.218825,-0.022786,-0.361014,-0.187610,0.274691,-0.686488,-0.183742,0.186799,-0.341264,-0.263998,0.114191,-0.197511,-0.261146,0.082846,-0.239103,-0.243390,0.217991,-0.347356,0.000000,4.013450,9.786661
Circle,0.000000,0.000000,0.000000,-0.188146,-0.025289,-0.118835,-0.363517,-0.093941,-0.218611,-0.386185,-0.104944,-0.305162,-0.232727,-0.143759,-0.379273,-0.325363,-0.835015,-0.187088,-0.356149,-0.792126,-0.324420,-0.346590,-0.771724,-0.420399,-0.327737,-0.782279,-0.483875,-0.125805,-0.974100,-0.187889,-0.129627,-0.375255,-0.313068,-0.184603,-0.136901,-0.343636,-0.217299,-0.133233,-0.350649,0.062673,-0.886775,-0.203160,0.031148,-0.202789,-0.291499,-0.074035,-0.050474,-0.254861,-0.135439,-0.120264,-0.219306,0.214266,-0.702630,-0.237365,0.172215,-0.165098,-0.311854,0.084219,-0.011521,-0.295884,0.028568,-0.041413,-0.263879,0.000000,0.000000,0.000000,-0.246486,-0.040912,-0.205711,-0.412331,-0.117901,-0.362915,-0.298984,-0.005165,-0.483435,-0.118174,0.104690,-0.576020,-0.252499,-0.953493,-0.345187,-0.202845,-0.618479,-0.514199,-0.151404,-0.277653,-0.604610,-0.093441,-0.090898,-0.660201,-0.009648,-0.946682,-0.322025,0.044839,-0.403057,-0.470101,-0.008144,-0.136697,-0.493582,-0.043452,-0.111470,-0.509186,0.180678,-0.793571,-0.314313,0.166514,-0.138069,-0.403139,0.063699,0.008369,-0.354675,-0.000137,-0.072724,-0.330464,0.327436,-0.573092,-0.334037,0.289703,-0.086269,-0.402112,0.189810,0.045578,-0.377594,0.119615,-0.010232,-0.354608,0.000000,0.000000,0.000000,-0.183623,-0.054755,-0.108255,-0.352375,-0.179946,-0.193204,-0.367318,-0.255560,-0.266734,-0.213770,-0.316144,-0.325434,-0.293251,-0.883189,-0.139139,-0.292152,-0.878789,-0.262729,-0.271874,-0.847162,-0.345130,-0.251781,-0.865035,-0.401310,-0.105157,-0.984257,-0.142057,-0.099618,-0.535296,-0.262646,-0.158346,-0.279077,-0.290578,-0.197013,-0.272189,-0.295103,0.068145,-0.898525,-0.161449,0.054846,-0.360641,-0.250330,-0.040838,-0.175345,-0.219425,-0.101363,-0.239388,-0.187576,0.209751,-0.729367,-0.197745,0.179873,-0.279608,-0.268097,0.108674,-0.127658,-0.257898,0.063204,-0.177837,-0.233410,0.131962,-0.094649,-0.000000,4.510182,27.772585
Circle,0.000000,0.000000,0.000000,-0.187467,-0.007337,-0.111138,-0.374016,-0.041966,-0.200970,-0.420904,-0.021586,-0.282167,-0.300633,-0.094357,-0.354175,-0.393953,-0.786351,-0.165390,-0.440871,-0.800298,-0.299781,-0.455849,-0.842610,-0.398167,-0.447591,-0.898577,-0.465970,-0.191981,-0.966193,-0.172088,-0.198888,-0.339708,-0.296320,-0.245852,-0.100819,-0.325782,-0.271861,-0.122731,-0.330466,0.010940,-0.898298,-0.194379,-0.015031,-0.184922,-0.284277,-0.097528,-0.043723,-0.238760,-0.144100,-0.144853,-0.195297,0.177117,-0.720790,-0.235431,0.130007,-0.139234,-0.316501,0.061350,-0.004808,-0.296938,0.021917,-0.077148,-0.259432,0.000000,0.000000,0.000000,-0.260901,-0.035582,-0.151690,-0.477802,-0.054765,-0.269994,-0.545596,0.161970,-0.368058,-0.546157,0.358262,-0.447859,-0.480541,-0.900758,-0.300082,-0.587098,-0.578888,-0.458868,-0.614992,-0.166571,-0.522985,-0.617182,0.124576,-0.538130,-0.207380,-0.933398,-0.292851,-0.275556,0.055634,-0.410202,-0.319470,0.226947,-0.390602,-0.352739,0.132326,-0.354120,0.043082,-0.735085,-0.298205,-0.068586,0.204752,-0.364548,-0.121947,0.188824,-0.253912,-0.143496,-0.035893,-0.159148,0.218525,-0.469369,-0.327194,0.104011,0.237634,-0.400738,0.029921,0.257786,-0.335838,0.004133,0.079350,-0.246895,0.000000,0.000000,0.000000,-0.208512,-0.024282,-0.110092,-0.402829,-0.092138,-0.205324,-0.438249,-0.090954,-0.289723,-0.291913,-0.143098,-0.361674,-0.359052,-0.810479,-0.174828,-0.414145,-0.820967,-0.320553,-0.460303,-0.814909,-0.419682,-0.484166,-0.765981,-0.480155,-0.168353,-0.969012,-0.180758,-0.207166,-0.393053,-0.305814,-0.235771,-0.156976,-0.328153,-0.237391,-0.147925,-0.326145,0.018773,-0.883686,-0.203443,-0.042064,-0.224346,-0.293592,-0.127970,-0.084134,-0.248296,-0.173534,-0.160895,-0.204283,0.171205,-0.693479,-0.244061,0.102008,-0.161838,-0.323721,0.029085,-0.040667,-0.306111,-0.012031,-0.103600,-0.270718,0.059033,0.121774,-0.000000,5.283577,39.042362
Circle,0.000000,0.000000,0.000000,-0.204609,-0.039892,-0.106142,-0.403724,-0.101483,-0.201454,-0.453349,-0.109345,-0.287238,-0.309958,-0.165043,-0.362304,-0.371471,-0.812039,-0.154716,-0.440154,-0.793502,-0.297345,-0.496083,-0.791685,-0.401817,-0.540395,-0.755348,-0.468658,-0.183414,-0.968551,-0.168134,-0.226852,-0.531213,-0.299602,-0.243018,-0.263689,-0.340192,-0.249482,-0.195247,-0.348277,0.005893,-0.900194,-0.196774,-0.045354,-0.299816,-0.295096,-0.119622,-0.115626,-0.272484,-0.171885,-0.149685,-0.241579,0.163716,-0.720583,-0.241398,0.108013,-0.232143,-0.313687,0.035884,-0.073002,-0.297795,-0.017252,-0.087645,-0.267609,0.000000,0.000000,0.000000,-0.255213,-0.024726,-0.144534,-0.465682,-0.059900,-0.255486,-0.481374,0.085757,-0.347525,-0.407428,0.220473,-0.425487,-0.449037,-0.856632,-0.271092,-0.496872,-0.771806,-0.418777,-0.458620,-0.560519,-0.501684,-0.419697,-0.374796,-0.542862,-0.192148,-0.944804,-0.265376,-0.204236,-0.140446,-0.378671,-0.259490,0.048639,-0.392500,-0.306950,0.008397,-0.395273,0.044144,-0.800347,-0.272007,-0.013790,0.037032,-0.330933,-0.084520,0.074976,-0.263764,-0.124943,-0.063962,-0.216769,0.222739,-0.583520,-0.301961,0.146997,0.046373,-0.366545,0.067368,0.107048,-0.325331,0.022950,0.002157,-0.271032,0.000000,0.000000,0.000000,-0.177578,-0.061785,-0.123144,-0.342348,-0.167931,-0.227531,-0.360164,-0.214496,-0.318541,-0.203848,-0.231050,-0.394767,-0.266250,-0.868675,-0.177588,-0.311097,-0.883972,-0.317122,-0.303160,-0.900622,-0.400630,-0.276009,-0.929706,-0.454258,-0.075566,-0.981325,-0.176894,-0.095310,-0.549054,-0.306192,-0.152717,-0.287306,-0.314766,-0.188389,-0.311295,-0.301342,0.100095,-0.890729,-0.194759,0.062889,-0.354963,-0.290774,-0.027226,-0.180677,-0.236129,-0.072588,-0.258703,-0.185829,0.245158,-0.710247,-0.231868,0.198001,-0.261468,-0.308827,0.129390,-0.107950,-0.289346,0.099853,-0.155073,-0.255803,0.310164,-0.005069,0.000000,4.993721,16.098070
Circle,0.000000,0.000000,0.000000,-0.193198,0.002798,-0.158968,-0.401677,-0.008755,-0.282624,-0.430408,0.136938,-0.387166,-0.265731,0.170875,-0.474601,-0.384224,-0.770465,-0.255231,-0.456170,-0.714154,-0.447936,-0.517416,-0.674051,-0.571280,-0.557668,-0.616272,-0.644478,-0.157878,-0.954604,-0.252600,-0.166515,-0.214680,-0.418249,-0.191820,0.056413,-0.429388,-0.203785,0.024109,-0.409038,0.069413,-0.852918,-0.272740,0.044074,-0.032572,-0.392971,-0.064223,0.098940,-0.306953,-0.133287,-0.039904,-0.223096,0.246240,-0.638032,-0.318260,0.201690,0.006892,-0.432734,0.118589,0.117934,-0.402492,0.075818,-0.001191,-0.343377,0.000000,0.000000,0.000000,-0.268564,-0.060911,-0.195782,-0.462843,-0.135224,-0.349363,-0.383570,-0.019151,-0.463473,-0.202156,0.107410,-0.553721,-0.303108,-0.987597,-0.354763,-0.286358,-0.401406,-0.503426,-0.284003,-0.056829,-0.588417,-0.255822,0.046678,-0.650696,-0.047332,-0.940380,-0.336817,-0.035005,-0.283596,-0.456690,-0.082007,-0.108643,-0.476305,-0.090935,-0.179177,-0.502096,0.152886,-0.760146,-0.328041,0.121868,-0.051095,-0.391333,0.035126,0.025580,-0.328781,-0.006489,-0.130738,-0.305188,0.299631,-0.519600,-0.346854,0.244443,0.006065,-0.410342,0.177942,0.080125,-0.379108,0.149739,-0.025781,-0.353588,0.000000,0.000000,0.000000,-0.161541,-0.062928,-0.124164,-0.323025,-0.203027,-0.223966,-0.330776,-0.260826,-0.308952,-0.163600,-0.284863,-0.381158,-0.227748,-0.860012,-0.173670,-0.247768,-0.930441,-0.308992,-0.235742,-0.979875,-0.402659,-0.204246,-1.031091,-0.469943,-0.036497,-0.984252,-0.172962,-0.027959,-0.588997,-0.307977,-0.098379,-0.335044,-0.338384,-0.138149,-0.304656,-0.342674,0.131168,-0.894646,-0.189688,0.106489,-0.324759,-0.291140,-0.013562,-0.159648,-0.262336,-0.078835,-0.240924,-0.232891,0.268419,-0.715802,-0.224486,0.227470,-0.252572,-0.307178,0.136244,-0.093298,-0.302065,0.081225,-0.145984,-0.283444,0.525276,-0.036606,0.000000,5.936559,11.274431
Circle,0.000000,0.000000,0.000000,-0.188107,-0.037389,-0.115911,-0.368838,-0.125798,-0.216711,-0.414829,-0.174897,-0.305480,-0.276986,-0.230184,-0.383723,-0.327691,-0.815523,-0.167301,-0.390077,-0.820888,-0.318579,-0.428947,-0.866940,-0.425924,-0.448437,-0.875636,-0.493309,-0.146923,-0.973419,-0.175694,-0.163025,-0.616599,-0.323292,-0.194206,-0.347983,-0.366186,-0.216352,-0.253562,-0.369164,0.032615,-0.910456,-0.199763,-0.007595,-0.339420,-0.313735,-0.099637,-0.140715,-0.292445,-0.162876,-0.162983,-0.257392,0.182100,-0.737788,-0.239655,0.134020,-0.261324,-0.320092,0.057827,-0.085046,-0.305398,0.004077,-0.094298,-0.274031,0.000000,0.000000,0.000000,-0.260335,0.029211,-0.234047,-0.450290,0.006735,-0.421758,-0.379136,0.219305,-0.567637,-0.227947,0.403639,-0.687204,-0.303121,-0.943474,-0.445520,-0.336532,-0.385872,-0.646883,-0.277877,0.093695,-0.753007,-0.210338,0.350817,-0.812752,-0.018960,-0.906968,-0.420772,-0.001086,-0.122104,-0.588129,-0.020847,0.143600,-0.610587,-0.036895,0.132706,-0.627447,0.210445,-0.695404,-0.406206,0.174306,0.153406,-0.506737,0.103189,0.283771,-0.431795,0.064899,0.141416,-0.388690,0.378527,-0.425046,-0.422073,0.334243,0.204073,-0.500228,0.251845,0.308707,-0.453140,0.207967,0.184506,-0.406754,0.000000,0.000000,0.000000,-0.180506,-0.066639,-0.096210,-0.329678,-0.248170,-0.170472,-0.266265,-0.379859,-0.239783,-0.094641,-0.434037,-0.302619,-0.230234,-0.887011,-0.121753,-0.196738,-1.094407,-0.231513,-0.148365,-1.213917,-0.314794,-0.102597,-1.331077,-0.379163,-0.064900,-0.989106,-0.132123,-0.009447,-0.745218,-0.272466,-0.056032,-0.442481,-0.315403,-0.101430,-0.350179,-0.324555,0.084975,-0.925150,-0.155909,0.133183,-0.591301,-0.269623,0.062476,-0.345993,-0.256880,0.008929,-0.328074,-0.230568,0.219128,-0.777931,-0.193087,0.243134,-0.444385,-0.278369,0.165786,-0.250639,-0.280404,0.099231,-0.245063,-0.264112,0.284116,-0.032401,0.000000,6.535663,22.855255
Circle,0.000000,0.000000,0.000000,-0.212601,0.029110,-0.164005,-0.439680,0.048612,-0.292066,-0.480771,0.219421,-0.400929,-0.315157,0.227824,-0.494684,-0.413759,-0.743299,-0.272799,-0.491977,-0.689000,-0.468923,-0.571532,-0.684219,-0.598029,-0.617975,-0.648371,-0.673560,-0.178158,-0.947867,-0.264213,-0.182933,-0.143971,-0.426765,-0.231849,0.102875,-0.436579,-0.253970,0.080110,-0.416951,0.059473,-0.856802,-0.277802,0.025412,0.021596,-0.393978,-0.090686,0.128840,-0.306281,-0.156452,-0.005580,-0.221642,0.245375,-0.647690,-0.317811,0.188048,0.045784,-0.432607,0.093479,0.147146,-0.401791,0.044793,0.033038,-0.340577,0.000000,0.000000,0.000000,-0.235644,-0.017669,-0.170495,-0.424803,-0.034245,-0.302273,-0.519609,0.139732,-0.411440,-0.600094,0.246251,-0.503131,-0.423270,-0.893352,-0.344087,-0.554476,-0.739251,-0.539289,-0.622429,-0.332876,-0.625225,-0.652664,0.023952,-0.646776,-0.164573,-0.929970,-0.328742,-0.266371,-0.048623,-0.489404,-0.291398,0.207817,-0.476296,-0.293131,0.212376,-0.432714,0.061505,-0.721211,-0.328391,-0.091667,0.111285,-0.417840,-0.144830,0.124529,-0.296896,-0.155498,-0.064082,-0.189993,0.206998,-0.451412,-0.352806,0.046372,0.183311,-0.433886,-0.027882,0.212671,-0.361473,-0.039375,0.052669,-0.265098,0.000000,0.000000,0.000000,-0.192746,-0.042469,-0.137705,-0.389896,-0.115172,-0.253398,-0.427504,-0.075095,-0.352930,-0.278778,-0.061651,-0.437002,-0.317108,-0.824309,-0.226482,-0.410477,-0.873297,-0.404375,-0.465315,-0.850129,-0.520875,-0.487431,-0.744830,-0.586327,-0.105602,-0.968705,-0.224632,-0.171844,-0.406890,-0.374914,-0.214962,-0.141861,-0.397532,-0.220114,-0.087149,-0.389835,0.090350,-0.850818,-0.242294,0.007232,-0.161081,-0.349657,-0.104524,-0.024100,-0.293418,-0.157974,-0.098239,-0.237260,0.240855,-0.629042,-0.281134,0.155398,-0.090142,-0.373324,0.060927,0.039423,-0.350811,0.015076,-0.012780,-0.307214,0.054712,0.095205,-0.000000,5.074413,46.211864
